date,tweet,day,hour,nlikes,nreplies,nretweets
3/3/2013 13:24,one day you be go to wake up and realize that you should have try i be worth the fight,7,13,17,0,14
3/3/2013 13:08,many of us do not know how to let someone love us we let our scar make us defensive and push people away,7,13,38,1,23
3/3/2013 9:49,laugh when you can apologize when you should and let go of what you cannot change,7,9,9,0,11
3/3/2013 6:01,i truly respect those people who be able to stay strong even when they have the right to breakdown,7,6,47,0,39
3/3/2013 5:58,my mother always tell me if you cannot say anything nice dont say anything at all and some people wonder why i be so quiet around them,7,5,13,0,18
3/3/2013 5:47,do not judge me for my choices when you do not understand my reason,7,5,9,0,12
3/3/2013 5:46,the hardest decision be decide whether to walk away or try harder,7,5,50,2,39
3/3/2013 5:08,someone will always be prettier someone will always be smarter someone will always be younger but they will never be you,7,5,8,1,14
3/3/2013 4:52,no matter how many wall you put around your heart the music you listen will tell everyone how you really feel,7,4,19,0,9
3/3/2013 3:40,she be jealous because she be afraid you will find someone prettier smarter taller skinnier nicer calmer stronger and better than her,7,3,13,0,18
3/3/2013 3:36,stop think about what others think about you because in the end they just do not matter,7,3,7,0,11
3/3/2013 3:33,you be not weird you be not crazy you be not normal you be you and that make you special,7,3,6,1,5
3/3/2013 3:32,respect people who find time for you in their busy schedule but love people who never look at their schedule when you need them,7,3,13,0,6
3/3/2013 2:33,if you do not like my word do not listen if you do not like my appearance do not look it be as simple as that,7,2,7,0,10
3/3/2013 2:11,sometimes i regret be nice apologize when i do not do anything wrong and for make unworthy people a priority in my life,7,2,14,0,13
3/3/2013 1:48,the worst feel be when you be close to someone but they have someone who they will always like more than they like you,7,1,16,0,15
3/3/2013 0:18,i be not a perfect person i make a lot of mistake but still i love those who stay with me after know how i really be,7,0,33,2,20
3/2/2013 23:31,when you be mad at someone you love be careful what you say because your mind get angry but your heart still care,6,23,13,0,13
3/2/2013 23:12,fake friends be easy to find and easy to lose but real friends be the hardest to find and hardest to lose,6,23,12,1,12
3/2/2013 22:02,respect yourself enough to walk away from anything that no longer serve you grow you or make you happy,6,22,8,1,7
3/2/2013 22:02,sometimes you have to smile and pretend everythings okay hold back the tear and just walk away from those who do not care about you,6,22,11,1,9
3/2/2013 21:18,a lot of people keep their feel to themselves because they be tire of pour their hearts out to the wrong person,6,21,43,0,32
3/2/2013 21:17,do you ever just look in the mirror and wish you could change everything about yourself,6,21,27,3,25
3/2/2013 20:51,be careful who you trust if someone will discuss others with you they will certainly discuss you with others,6,20,8,0,4
3/2/2013 10:16,the first to apologize be the bravest the first to forgive be the strongest the first to move forward be the happiest,6,10,9,0,12
3/2/2013 9:45,if i cut you off you probably hand me the scissor,6,9,39,0,26
3/2/2013 8:12,do not let the hard time bring you down let them make you stronger,6,8,10,1,11
3/2/2013 7:49,if you care about me act like it,6,7,13,0,15
3/2/2013 7:40,if i treat you the way you treat me i promise you would not stick around the way i do,6,7,12,1,14
3/2/2013 7:10,never underestimate the pain of a person because in all honesty everyone be struggle some people be better at hide it than others,6,7,25,0,25
3/2/2013 7:08,tell someone that you be go to bed when you be actually not and then have to hold back from post things on twitter,6,7,26,0,21
3/2/2013 7:06,my past be my past it make me who i be i have no regret would not change a thing i just do not live there anymore,6,7,12,0,15
3/2/2013 7:05,the first person who be on your mind the moment you open your eye after a long sleep be the reason of either your happiness or pain,6,7,15,0,19
3/2/2013 6:24,blink away the tear walk forward even if the first step hurt believe that everything will be okay because someday it will,6,6,19,0,16
3/2/2013 6:23,i will listen when you need to talk i will wipe away your tear i will share your worry when they come and i will help you face your fear,6,6,8,1,4
3/2/2013 6:06,dear ex i will not block you nor delete you because i want you to see how happy i be without you and what you lose out on,6,6,13,0,11
3/2/2013 6:03,love be like heaven but it can hurt like hell,6,6,10,0,8
3/2/2013 6:02,what be worse then be alone be use lie to decieved bullshit to fuck over leave behind completely forget,6,6,32,0,12
3/2/2013 5:10,hear something that absolutely kill you inside and have to act like you be fine,6,5,15,1,12
3/2/2013 5:08,text me when you miss me and actually want to talk to me not just when you be bore and need someone to entertain you,6,5,12,0,12
3/2/2013 5:08,everything be better when you do not give a fuck,6,5,11,0,6
3/2/2013 5:06,the ones who give the best advice be usually the ones with the most problems,6,5,38,1,21
3/2/2013 3:52,do not bother apologize if you be just go to continue do the things you say sorry for,6,3,16,0,13
3/2/2013 3:50,do not waste your time give someone a second chance when there be someone better out there wait for their first,6,3,16,0,10
3/2/2013 1:06,just because you be not perfect do not mean you be not beautiful,6,1,10,0,6
3/2/2013 1:05,one of the biggest mistake i have ever make in my life be let some people stay in my life for longer than they deserve,6,1,14,0,10
3/2/2013 1:03,behind every girls favorite song be an untold story,6,1,18,0,17
3/1/2013 13:37,i hate hear something that absolutely kill you inside and have to act like you do not care,5,13,16,1,12
3/1/2013 11:35,that scary feel you get when you be half asleep and you suddenly feel like you be fall,5,11,10,1,8
3/1/2013 7:44,i do not hate you i just lose all my respect for you,5,7,8,0,14
3/1/2013 7:40,fuck excuse learn to admit when you fuck up,5,7,5,0,8
3/1/2013 7:39,i miss youjust kid i be glad you be out of my life and you can go fuck yourself,5,7,6,0,14
3/1/2013 7:38,do you ever just want to scream no one fuck like you in someone be face,5,7,8,1,17
3/1/2013 7:34,do you ever dislike someone so much that you hate when people be nice to them,5,7,9,1,8
3/1/2013 7:33,i do not care how attractive you be if your personality be ugly so be you,5,7,9,0,10
3/1/2013 7:31,my problem be i cannot stay mad i always end up forgive people even when they do not deserve it,5,7,13,0,17
3/1/2013 7:31,strangers can become best friends just as easy as best friends can become strangers,5,7,9,0,13
3/1/2013 6:52,it hurt the most when the person that make you feel special yesterday make you feel so unwanted today,5,6,9,0,14
3/1/2013 6:52,sometimes i hate how my feel control me,5,6,5,0,7
3/1/2013 6:23,when word fail music speak,5,6,5,0,6
3/1/2013 6:23,i realize no matter how good you be to people some just will not appreciate that,5,6,8,0,8
3/1/2013 6:21,i wish i be prettier thinner happier more friendly less emotional more tan more confident and a little less awkward,5,6,8,0,13
3/1/2013 5:30,not tell me something because you do not want to piss me off be probably the best way to piss me off,5,5,7,0,9
3/1/2013 5:28,keep ignore me but when you need me i will be do the same fuck thing,5,5,6,0,8
3/1/2013 5:26,friends fight for you respect you involve you encourage you need you deserve you save you,5,5,10,0,9
3/1/2013 5:15,do you ever wonder if anyone read your twitter like everyday just to check on you,5,5,5,0,10
3/1/2013 5:07,people say you do not know what you have get until it be go truth be you know what you have you just never think you would lose it,5,5,8,0,7
3/1/2013 5:05,i hate that feel when you randomly feel depress there be no warn no apparent reason it just happen,5,5,10,0,5
3/1/2013 4:32,i need someone who will not give up on me no matter how many time i mess up,5,4,6,0,11
3/1/2013 4:28,music always help no matter what you be go through,5,4,6,0,8
3/1/2013 4:25,say i be tire when inside you want to cry and breakdown,5,4,11,0,5
2/28/2013 11:23,even if you push them away people who truly love you will always choose to stay,4,11,4,2,5
2/28/2013 7:49,i be thankful for hard time the struggle have definitely make a stronger me,4,7,5,1,5
2/28/2013 7:39,never miss an opportunity to tell someone how much they mean to you,4,7,6,0,8
2/28/2013 7:39,be you okay yeah i be just tire the perfect excuse,4,7,8,0,5
2/28/2013 7:38,i would rather lose an argument to someone than lose someone to an argument,4,7,4,0,7
2/28/2013 5:01,once you start to dislike someone everything they do begin to annoy you,4,5,5,0,3
2/28/2013 4:50,do not worry about me i will be perfectly fine because the way i see things it be your loss not mine,4,4,9,1,9
2/28/2013 3:58,that moment when you be not sad mad or even happy you be just literally emotionless you feel nothing,4,3,7,0,9
2/28/2013 3:55,fake a smile be way easier then explain what be wrong,4,3,8,0,5
2/28/2013 3:47,i do not hate you i be just disappoint you turn into everything you say you would never be,4,3,9,1,9
2/28/2013 3:41,do not confuse my personality with my attitude my personality be who i be my attitude depend on who you be,4,3,8,1,6
2/28/2013 3:36,i like long text message because i appreciate the effort that be put into a complete think,4,3,9,1,8
2/27/2013 23:04,i have learn that goodbyes always hurt memories good or bad will bring tear and word can never replace feel,3,23,5,1,5
2/27/2013 23:03,if you have to sneak to do it lie to cover it up or delete it to avoid it be see then maybe you should not be do it anyway,3,23,7,2,8
2/27/2013 19:57,fuck everyone who say they be there for me and then leave,3,19,9,1,9
2/27/2013 19:57,never apologize for say what you feel that be like say sorry for be real,3,19,12,0,16
2/27/2013 10:19,i be sorry if i get jealous sometimes and over react it be only because there be a bigger chance of me lose you than you lose me,3,10,10,0,10
2/27/2013 10:15,i like you my mistake,3,10,8,0,11
2/27/2013 10:13,be honest with me that be all i ask for,3,10,8,0,6
2/27/2013 9:23,do not feel sad over someone who give up on you feel sorry for them because they give up on someone who would have never give up on them,3,9,5,1,6
2/27/2013 9:19,you forget me i understand you stop reply my texts i understand when i be over you you better understand,3,9,5,0,5
2/27/2013 9:15,ever have a text that break your heart yeah me too,3,9,6,1,7
2/27/2013 9:12,have you ever be scar to open a text your heart race your stomach feel empty and you just kind of stare at your phone,3,9,7,0,8
2/27/2013 8:43,a person true color will always show within time you may be fool for the moment but be patient no one can lie forever,3,8,7,0,6
2/27/2013 8:34,every one have that one deep dark secret they cannot even tell a best friend because if anyone else find out your entire life would change,3,8,11,0,14
2/27/2013 8:33,a friend be someone who will bail you out of jail a true friend be the one sit beside you say damn that be fun,3,8,10,1,5
2/27/2013 7:56,the prettiest smile hide the deepest secrets the prettiest eye have cry the most tear and the kindest hearts have felt the most pain,3,7,12,1,11
2/27/2013 7:44,i know a lot of you feel like you have nobody to talk to and that make me sad i be always here to talk always just dm me,3,7,8,1,5
2/27/2013 6:09,fake friends be like shadow always near you at your brightest moment but nowhere to be see at your darkest hours,3,6,12,2,10
2/27/2013 6:08,it be not call give up it be call do what be best for you move on,3,6,4,0,5
2/27/2013 6:06,i would rather have an enemy who slap me in the face than a friend who stab me in the back,3,6,6,0,10
2/27/2013 6:06,you can say sorry and i love you as much as you want but if you cannot prove it your word do not mean shit,3,6,5,0,6
2/27/2013 4:41,i be something you will regret lose i can promise you that much,3,4,11,0,10
2/27/2013 4:41,im the girl that everyone turn to fix their problems well this girl have her own problems even though i do not show them i have them,3,4,8,0,4
2/27/2013 4:35,fight for those who fight for you let go of those who let you go,3,4,6,1,10
2/27/2013 4:35,the worst feel be when someone make you feel special then suddenly leave you hang and you have to act like you do not care at all,3,4,8,0,7
2/27/2013 4:34,forget what hurt you but never forget what it teach you,3,4,5,0,5
2/27/2013 3:13,sometimes you have to stop think so much and just go where your heart take you,3,3,6,1,6
2/27/2013 3:11,be careful who you open up to only a few people actually care know who your real friends be,3,3,7,1,3
2/27/2013 0:59,be i invisible to you now great i have always want a superpower,3,0,9,0,7
2/27/2013 0:58,every day i have to fight back the urge to text you or call you tell myself that if you want to talk to me you would,3,0,8,1,9
2/27/2013 0:57,i do not need someone that see what be good about me i need someone that see the bad and still want me,3,0,6,0,7
2/27/2013 0:55,have a nice life i be do try to be in it,3,0,10,0,7
2/26/2013 19:12,if they cannot accept your past they will not support you now and sure will not encourage you in the future they will simply judge you,2,19,10,0,10
2/26/2013 19:11,when you really care about someone their happiness matter more than yours,2,19,12,1,10
2/26/2013 19:09,yeah i have make many mistake life do not come with instructions,2,19,7,1,10
2/26/2013 9:12,revenge nah i be too lazy i be just go to sit here and let karma mess you up,2,9,10,0,7
2/26/2013 9:02,i be actually really nice until you annoy me,2,9,7,0,8
2/26/2013 9:00,if two people be happy together then leave them the fuck alone,2,9,10,0,4
2/26/2013 8:27,no matter how many time i have be do wrong i will continue to be faithful honest and love sooner or later someone will appreciate it,2,8,9,0,5
2/26/2013 7:16,the worst person to be around be the one who complain about everything and appreciate nothing,2,7,4,1,9
2/26/2013 7:07,people with a sense of humor be so much easier to talk to,2,7,5,0,7
2/26/2013 6:15,he cheat on her for you so what make you think he will not cheat on you for the next her,2,6,1,0,9
2/26/2013 5:56,there come a point in your life when you realize who matter who never do who will not anymore and who always will,2,5,6,0,11
2/26/2013 5:47,you do not lose friends you just learn who your real ones be,2,5,2,1,7
2/26/2013 5:46,behind her smile be a story you would never understand,2,5,3,0,4
2/26/2013 5:01,do not ever mistake my silence for ignorance my calmness for acceptance or my kindness for weakness,2,5,4,0,10
2/26/2013 5:00,if you be absent during my struggle do not expect to be present during my success,2,5,7,0,13
2/26/2013 4:22,think before you speak word can hurt,2,4,1,0,8
2/26/2013 4:19,you have a good girl but you cheat on her disrespect her lie to her and neglect her and you wonder why she leave you,2,4,3,0,7
2/26/2013 3:51,if someone want to be a part of your life they will be there do not bother save a spot for someone who will not make an effort to stay,2,3,2,0,5
2/26/2013 3:33,never ignore a person who love and care for you because one day you may realize that you have lose the moon while count the star,2,3,5,0,10
2/26/2013 3:29,next time you look at someone think i wish i be that pretty remember that another person be think that same think about you,2,3,4,0,9
2/26/2013 3:15,no one ever get tire of love but everyone get tire of wait assume hear lie say sorry and hurt,2,3,5,0,11
2/23/2013 20:47,no matter how good or bad your life be wake up each morning and be thankful that you still have one,6,20,2,0,6
2/23/2013 9:43,play the moments pause the memories stop the pain rewind the happiness,6,9,1,0,4
2/23/2013 9:36,true friends pick you up when you fallbut special ones do not let you fall,6,9,3,2,6
2/23/2013 9:36,if he be stupid enough to walk way be smart enough to let him go,6,9,7,0,11
2/23/2013 9:34,my mother once tell me if you cannot say anything nice dont say anything at all and some people wonder why i be so quiet around them,6,9,4,0,3
2/23/2013 9:33,sometimes i wonder who be really there for me and who just pretend like they be,6,9,1,0,7
2/23/2013 9:09,low battery low battery low battery well apparently you have enough battery to remind me every 2 second,6,9,2,1,4
2/23/2013 9:04,do not follow me simply so i follow back then unfollow it do not work like that,6,9,2,0,3
2/23/2013 8:52,we have all be the fool we have all make mistake and we have all be hurt but learn from those experience can make you a better person,6,8,0,0,4
2/23/2013 8:35,everyone tell you you deserve better but then no one be will to give it to you,6,8,3,0,4
2/23/2013 8:33,when you have a good heart you help too much you trust too much you give too much you love too much and it always seem you hurt the most,6,8,1,0,4
2/23/2013 8:26,people will hate you rate you shake you and break you but how strong you stand be what make you,6,8,2,0,5
2/23/2013 7:31,you be 15 you should be feel butterfly in your tummy not a baby kick,6,7,2,0,14
2/23/2013 7:31,rip to everyone who fuck me over play me try me or lie to me because you be be all dead to me,6,7,3,2,5
2/23/2013 6:37,it take a minute to have a crush on someone an hour to like and a day to love but it tales a lifetime to forget,6,6,3,0,9
2/23/2013 6:35,i want to have someone that care about what i do yesterday what i be do right now and what i be go to do tomorrow,6,6,0,1,5
2/23/2013 6:27,when you really love someone age distance height weight be all just number,6,6,2,0,4
2/23/2013 6:20,its funny how you think you actually mean something to someone and they just turn around and prove you wrong,6,6,3,0,5
2/23/2013 6:19,many of us do not know how to let someone love us we let our scar make us defensive and push people away,6,6,4,0,4
2/23/2013 5:55,spend time look for the perfect person will because you to miss the imperfect person who can make you perfectly happy,6,5,0,0,3
2/23/2013 5:53,beware of people who talk shit about their friends to you chance be they be talk about you too,6,5,2,2,6
2/23/2013 5:45,we have three type of friends in life friends for a reason friends for a season and friends for a lifetime,6,5,1,0,5
2/23/2013 5:41,some people will have to learn how to appreciate you by lose you,6,5,2,0,5
2/23/2013 5:16,sometimes you have to distance yourself if they care they will notice if not you know where you stand,6,5,3,0,2
2/23/2013 5:14,sometimes its not what you say that matter it be what you do not,6,5,1,1,2
2/22/2013 11:03,do not be mad because i leave be mad you push me away,5,11,1,0,0
2/22/2013 10:30,the truth shall set you free but first it will piss you off,5,10,4,0,1
2/22/2013 10:28,i have be alone for almost all my life what make you think that you could ever do me right,5,10,0,0,2
2/22/2013 9:05,i have this amaze talent of push people away and one day i be go to realise that it do no good for me,5,9,2,1,4
2/22/2013 8:57,i do not regret my past i just regret the time i have waste with the wrong people,5,8,2,0,2
2/22/2013 1:56,i need to talk to you be the one sentence that have the power to make you remember every bad thing you have ever do in your life,5,1,2,0,4
2/21/2013 10:32,i be not perfect i make mistake i hurt people but when i say sorry i actually mean it,4,10,4,0,2
2/21/2013 9:47,i do not regret the things i have do i regret the things i do not do when i have the chance,4,9,2,0,2
2/21/2013 9:42,before you assume learn before you judge understand before you hurt feel before you say think,4,9,2,0,3
2/21/2013 9:18,i have a lot of reason to give up on you but i still choose to stay you have a lot of reason to stay but you choose to give up,4,9,2,1,7
2/21/2013 8:42,do not give a fuck yesterday do not give a fuck today probably will not give a fuck tomorrow,4,8,3,0,2
2/21/2013 7:11,never fight for someone who do not fight for you,4,7,0,0,2
2/21/2013 7:08,do not let someone change who you be to become what they need,4,7,0,0,3
2/21/2013 7:08,if you be still look for that one person who can change your life take a look in the mirror,4,7,1,0,6
2/21/2013 7:07,nothing hurt more than be disappoint by the single person that you think would never hurt you,4,7,2,1,0
2/21/2013 6:35,your smile be gorgeous wear it more often,4,6,0,0,2
2/21/2013 6:35,all a girl want be to feel beautiful to be love and to be treat with respect,4,6,0,0,4
2/21/2013 6:34,jealousy mean i actually give a fuck about you,4,6,0,0,3
2/21/2013 6:33,for me you be one in a million for you i be just like the rest,4,6,1,0,3
2/21/2013 6:31,someone will always be prettier someone will always be smarter someone will always be younger but they will never be you,4,6,4,0,7
2/21/2013 6:31,your face be not a mask do not hide it your size be not a book do not judge it your life be not a film do not end it,4,6,1,0,3
2/21/2013 6:31,unfortunately i cannot make you love me the way i love you,4,6,0,0,2
2/21/2013 6:30,people will forget what you say people will forget what you do but people will never forget how you make them feel,4,6,1,0,4
2/21/2013 6:06,real men stay faithful they do not have time to look for other women because they be too busy love the one they have,4,6,0,0,3
2/21/2013 6:05,do not bother make space in your heart for someone who do not make an effort to stay,4,6,0,0,1
2/21/2013 6:05,definition of stupid be know the truth see the truth but still believe the lie,4,6,0,0,3
2/21/2013 6:03,i want someone who will stay with me no matter how hard i be to be with,4,6,0,0,5
2/21/2013 6:03,when a girl tell you about her problems it do not mean that she be complain it mean she trust you,4,6,2,0,3
2/21/2013 6:02,you be the first person i want to talk to when i wake up and the last person i wish to see before i fall asleep,4,6,0,0,5
2/21/2013 6:02,sometimes you forgive people simply because you still want them in your life,4,6,2,0,2
2/21/2013 6:01,alcohol go in truth come out,4,6,2,0,4
2/21/2013 6:01,a break heart be what change people,4,6,2,0,3
2/21/2013 6:00,sometimes i stay up at night for hours think about you amp wish we could be together,4,6,0,0,1
2/21/2013 6:00,i act like i do not care but inside i care more than you can ever think,4,6,0,0,1
2/21/2013 5:02,six letter two word easy to say hard to explain harder to do move on,4,5,0,0,2
2/21/2013 5:01,do not always believe everything you hear anyone can sell you a lie,4,5,0,0,2
2/21/2013 5:01,do not stress over what could have be chance be if it should have be it would have be and would be,4,5,0,0,4
2/21/2013 4:58,nothing be more painful than realize they mean everything to you and you mean nothing to them,4,4,2,0,5
2/21/2013 4:51,sometimes i just feel like i want to sleep and just forget about all my problems,4,4,1,1,2
2/21/2013 4:51,no call i understand no text i understand but when you see me with someone else please understand,4,4,2,0,4
2/21/2013 4:50,when a female be use to get hurt she will not know how it feel when a man start to appreciate her so she end up push him away,4,4,3,0,5
2/21/2013 4:48,if someone really care for you like they say they do they will go out their way to make sure that you stay relevant in their life,4,4,3,0,5
2/21/2013 4:47,the less you give a damn the happier you will be,4,4,2,0,2
2/21/2013 4:11,appreciate the little things because one day you may look back and realize they be the big things,4,4,0,0,2
2/21/2013 4:10,no matter how you feel about them never step in and be the third party in someone elses relationship,4,4,0,1,3
2/21/2013 4:09,you change for two reason either you learn enough that you want to or you have be hurt enough that you have to,4,4,0,0,4
2/21/2013 4:07,do not end up lose yourself try to hold onto someone who never care about lose you,4,4,1,0,5
2/21/2013 4:07,stop expect things from a person you know deep down in your heart that will never give it to you,4,4,0,0,0
2/21/2013 4:02,you can do anything you want and it be go to look nice because you do it and you be wonderful and you have to believe that,4,4,0,0,0
2/21/2013 4:01,strong people will stand up for themselves but stronger people will stand up for others,4,4,0,0,2
2/21/2013 3:58,learn things from those around you enjoy life with those beside you do not underestimate those below you,4,3,0,0,2
2/21/2013 3:57,no matter who we be and what we dowe all deserve to be healthy and happy,4,3,0,0,1
2/20/2013 23:56,i be do try if you want me in your life let me know,3,23,1,0,1
2/20/2013 23:55,love be accept people for who they be no matter what,3,23,1,0,3
2/20/2013 23:12,love be an electric blanket with somebody else in control of the switch,3,23,1,0,1
2/20/2013 23:10,girls they can be your best friend worst enemy a real sweetheart or a real bitch it all depend on how you treat them,3,23,0,0,3
2/20/2013 23:10,i be do mentally i be drain spiritually i be dead physically i smile,3,23,2,0,1
2/20/2013 22:40,i be not perfect but i will do my best for you,3,22,0,0,3
2/20/2013 22:39,nobody deserve to be treat like an option,3,22,2,0,4
2/20/2013 22:25,what people say to your face be not a problem the problem be what they say behind your back,3,22,0,0,3
2/20/2013 21:31,haters be only jealous of what you have achieve and what they have not,3,21,2,1,5
2/20/2013 21:28,twitter do not suck you just follow the wrong people,3,21,1,1,1
2/20/2013 20:02,if you like me tell me if you miss me show me if you love me prove it,3,20,1,1,3
2/15/2013 11:06,when girls say whatever they be really try to say fuck you,5,11,4,1,3
2/15/2013 8:08,oh so now i be invisible to you that be cool i have always want a superpower,5,8,1,1,1
2/15/2013 4:47,do not ever mistake my silence for ignorance my calmness for acceptance or my kindness for weakness,5,4,1,0,3
2/15/2013 4:43,sometimes it be best to stay quiet the silence can speak volumes without ever say a word,5,4,1,1,4
2/15/2013 4:38,i do not have a short temper i just have a quick reaction to bullshit,5,4,1,0,1
2/15/2013 4:32,overthinking ruin you ruin the situation twist things around make you worry and just make everything much worse than it,5,4,0,0,4
2/15/2013 4:26,never let someone be the number one person in your life you should always be number one,5,4,2,1,2
2/15/2013 4:23,time be valuable do not waste it on ppl who in the end be not worth it because you will never get it back,5,4,0,0,2
2/15/2013 4:09,people be lonely because they build wall instead of bridge,5,4,1,0,2
2/15/2013 4:05,less friends less bullshit,5,4,0,0,5
2/14/2013 6:17,she be a keeper too bad you do not keep her now she will be with a man that really know how to treat her,4,6,0,0,1
2/14/2013 6:17,unless i be with you do not worry about what i do,4,6,0,0,1
2/14/2013 6:03,we have three type of friends in life friends for a reason friends for a season and friends for a lifetime,4,6,1,0,2
2/14/2013 6:01,a man who really want something will find a way a man who do not will find an excuse,4,6,1,0,3
2/13/2013 22:05,respect me i respect you disrespect me fuck you,3,22,0,0,3
2/13/2013 22:02,we meet we talk we texted you ask we date we commit you love i love you cheat we be do you be delete,3,22,1,1,2
2/13/2013 22:01,do not give a fuck yesterday do not give a fuck today probably will not give a fuck tomorrow,3,22,0,0,1
2/13/2013 21:57,some of us be just try to get through the day without fall apart,3,21,0,1,1
2/13/2013 21:55,dear spiders if i see you outside i will let you live but if i see you in my house i will kill you you choose,3,21,0,0,0
2/13/2013 21:50,music become my best friend when nobody else understand me,3,21,2,0,3
2/13/2013 21:48,low battery low battery low battery well apparently you have enough battery to remind me every 2 second,3,21,0,0,2
2/13/2013 21:46,if you have to wake me up to ask me for something the answer be automatically no,3,21,1,0,2
2/13/2013 9:37,many of us do not know how to let someone love us we let our scar make us defensive and push people away,3,9,5,0,7
2/13/2013 9:36,do not change yourself for someone to love you find someone who will love you for you so you will not have to change,3,9,3,0,3
2/13/2013 9:32,be weird be loud be random just be who you be there be someone out there who want to fall in love with the person you hide,3,9,0,0,3
2/13/2013 9:29,you have the most beautiful heart i have ever see but your to blind by insecurities to see all the good you have do,3,9,0,0,1
2/13/2013 9:26,it be amaze how much pain a smile can hide,3,9,2,0,4
2/13/2013 9:25,there be someone out there who be go to fall head over hill in love with you just be patient,3,9,0,0,2
2/13/2013 9:19,i hate it when someone start to tell you something and then they end up say never mind forget it,3,9,1,0,6
2/13/2013 9:10,at some point you have to realize that he do not care and maybe you be miss out on someone who do,3,9,1,0,0
2/13/2013 9:06,do not cry over the past it be go do not stress about the future it have not arrive,3,9,0,0,1
2/13/2013 9:02,the one thing that be worst than have a spider in your room be lose a spider in your room,3,9,0,0,1
2/11/2013 21:33,hear something that absolutely kill you and have to act like you be fine,1,21,3,0,4
2/11/2013 21:31,just be you and if people do not like it well fuck them,1,21,1,0,4
2/11/2013 21:30,i speak 4 a lot of twitter ppl dear unfollowers do not care if you unfollow me but do not follow me then i follow you then you unfollow me shame on you,1,21,1,0,4
2/11/2013 21:21,fall hard for someone who fuck you over in the end,1,21,0,0,5
2/11/2013 21:20,never lead someone on do not play with people feel because you be unsure of your own,1,21,2,0,2
2/11/2013 21:16,i hate lose friends just because they get into a relationship,1,21,1,0,1
2/11/2013 21:12,i be do try to get your attention if you want me come find me,1,21,1,0,1
2/11/2013 21:11,i text you because i want to have a conversation with you not to be piss off and get my day ruin,1,21,0,0,1
2/11/2013 18:38,no girlfriend should ever feel like she be in a competition with another girl,1,18,0,0,3
2/11/2013 18:36,i swear if i get another dm say do you see this pic of you its spam,1,18,0,1,1
2/11/2013 18:34,i be not change for anyone if you cannot handle me that be your problem not mine,1,18,2,0,2
2/11/2013 7:15,never hold onto someone who be no longer hold onto you,1,7,1,0,10
2/11/2013 7:10,you never realize you lose something good until you see somebody else enjoy it,1,7,3,0,3
2/11/2013 7:02,a real man be a man that can overlook every other female because all his attention be already on one,1,7,3,1,8
2/11/2013 6:53,ignore the ones who talk behind your back they belong behind you,1,6,1,0,2
2/11/2013 6:37,girls be sensitive they overthink every little thing and they care way more than they should but that be what make their love so strong,1,6,2,0,5
2/11/2013 6:28,those texts when you be just like how the fuck do i reply to this,1,6,2,0,0
2/11/2013 6:18,if you will not let me be myself around you i will not let myself be around you,1,6,0,0,1
2/11/2013 6:17,some people need to open their small mind instead of their big mouth,1,6,0,0,1
2/11/2013 6:16,you cannot forgive somebody and then bring it up everytime you get mad,1,6,0,0,2
2/11/2013 6:09,i accept your flaw but i do not accept your bullshit,1,6,1,1,6
2/11/2013 6:07,i like to keep my room messy so that if someone try to kill me they will trip over and die,1,6,0,0,3
2/11/2013 6:05,i have laugh i have hurt i have love i have lose trust i have be betray but through it all i have learn,1,6,0,0,0
2/11/2013 3:03,sometimes a man just cannot notice that he have something very special stand right there in front of him,1,3,1,0,7
2/11/2013 3:01,i be always there for you where the fuck be you when i need you,1,3,1,0,2
2/11/2013 2:42,i be do over think shit i be tire of make myself depress over shit that be not worth my time anymore,1,2,0,0,6
2/11/2013 2:18,do not talk just act do not say just show do not promise just prove,1,2,0,0,4
2/11/2013 2:14,mistake be mean for learn not repeat,1,2,0,0,3
2/11/2013 2:11,nothing hurt more than be disappoint by the person you think would never hurt you,1,2,1,0,3
2/10/2013 4:45,want your relationship to last keep people out of your business,7,4,1,0,4
2/10/2013 4:44,i guess when you say forever you mean until you find someone better,7,4,2,0,6
2/10/2013 4:39,ever have a text that break your heart yeah me too,7,4,2,0,3
2/10/2013 4:38,remember me you make me feel like i be your everything but then you leave me easily like i be nothing,7,4,2,1,3
2/10/2013 4:36,i do not hate you i just lose all my respect for you,7,4,0,0,6
2/10/2013 4:12,if a girl be silent it be dangerous they be either about to blow up need a hug fall apart cry inside or all of the above,7,4,1,0,1
2/10/2013 4:09,when you have a good heart you help too much you trust too much you give too much you love too much amp it always seem you hurt the most,7,4,0,0,3
2/10/2013 4:07,it be sad when people you know become people you know amp how you use to be able to talk to them and now you can barely look at them,7,4,1,0,3
2/10/2013 4:00,the best way to avoid disappointment be to not expect anything from anyone,7,4,0,0,4
2/9/2013 17:31,do not talk just act do not say just show do not promise just prove,6,17,0,1,5
2/9/2013 17:30,i be sorry i get jealous sometimes amp overreact it be only because there be a bigger chance of me lose you than you lose me,6,17,1,0,2
2/9/2013 17:28,part of me just want to find the right word to hurt you the same way you hurt me,6,17,2,0,2
2/9/2013 17:26,if a girl say i hate drama there be a 99 chance she be a huge drama queen,6,17,0,0,0
2/9/2013 17:23,never make a permanent decision on temporary feel,6,17,0,0,1
2/9/2013 10:12,if the past call let it go to voicemail it have nothing new to say,6,10,0,0,1
2/9/2013 10:11,when you have a good heart you help too much you trust too much you give too much you love too much and it always seem you hurt the most,6,10,1,0,0
